FRNM_NM,RN_ADDR,OPR_TIME_INFO,RPRS_TELNO,HMPG_URL,LA_VLUE,LO_VLUE
신비한동물병원 인센텀,부산광역시 해운대구 센텀중앙로 60 (우동),"월 10:00 - 18:30 | 화 10:00 - 18:30 | 수 10:00 - 18:30 | 목 10:00 - 18:30 | 금 10:00 - 18:30 | 토 10:00 - 16:00 | 일 정기휴무 (매주 일요일) | 15:30 접수마감 | 12:30 - 14:00 휴게시간 | 12:00, 18:00 접수마감 | 12:30 - 14:00 휴게시간 | 12:00, 18:00 접수마감 | 12:30 - 14:00 휴게시간 | 12:00, 18:00 접수마감 | 12:30 - 14:00 휴게시간 | 12:00, 18:00 접수마감 | 12:30 - 14:00 휴게시간 | 12:00, 18:00 접수마감",051-744-7500,https://linktr.ee/sinbihan_centum,35.17382813,129.1288605
웰니스동물병원 스타필드 수원점,경기도 수원시 장안구 수성로 175 (정자동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 정기휴무 (매주 목요일) | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 13:00 - 14:00 휴게시간 | 19:00 접수마감 | 13:00 - 14:00 휴게시간 | 19:00 접수마감,031-690-1175,http://pf.kakao.com/_lbCxaG,37.28744507,126.9915771
온하루동물의료센터,경기도 용인시 수지구 만현로 88 (상현동),매일 09:00 - 21:00 | 20:30 접수마감,0507-1393-7589,https://blog.naver.com/onharuamc,37.30890274,127.0853119
리브동물의료센터,부산광역시 동래구 충렬대로125번길 6 (온천동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 17:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1326-5560,https://blog.naver.com/libamcblog,35.20615005,129.0745697
해피동물병원,경기도 용인시 기흥구 용구대로 2450 (보정동),,,,37.30461121,127.1062775
VIP반려동물암센터,서울특별시 강남구 삼성로133길 7 (청담동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 정기휴무 (매주 목요일) | 금 10:00 - 19:00 | 토 10:00 - 19:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1441-8937,http://www.vipah.co.kr/,37.51947021,127.0489883
스마트 정형외과 신경외과 동물병원,서울특별시 강남구 도산대로 213 (신사동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 19:00 | 일 10:00 - 19:00,02-549-0279,http://www.smart0279.co.kr/,37.52069473,127.0299911
상암 진 동물의료센터,서울특별시 마포구 월드컵북로 308 (상암동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 19:00 | 일 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감,0507-1402-5991,https://blog.naver.com/vetjin423,37.57459641,126.8971634
청려원동물병원,경기도 수원시 팔달구 정조로 751-7 (중동),월 09:00 - 18:30 | 화 09:00 - 18:30 | 수 09:00 - 18:30 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 17:00 | 일 정기휴무 (매주 일요일),031-242-2075,,37.27511978,127.0160294
성경완동물병원,부산 동구 고관로 48 초량신화하니엘오피스텔 상가 1층,월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 14:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,051-465-7582,https://blog.naver.com/drsung_ah,35.12360001,129.0436249
바른동물병원,경기도 이천시 구만리로 114 (진리동),매일 10:00 - 20:00 ,0507-1478-7959,https://www.instagram.com/br__amc,37.26826477,127.4486771
위례 바른 동물의료센터,경기도 성남시 수정구 위례광장로 310 (창곡동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 22:00 | 토 10:00 - 20:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1491-7860,https://blog.naver.com/wbamc,37.47270966,127.1429367
아이러브펫  동물병원,인천 미추홀구 소성로 6 인하점 홈플러스 지하1층,매일 10:00 - 19:30 | 13:00 - 14:00 휴게시간 | 18:00 - 18:30 휴게시간,032-875-7566,https://blog.naver.com/ilovepet119,37.44723511,126.6508865
아빠동물병원,인천 연수구 아카데미로 442 힐스테이트레이크송도 3차 후문상가 106호 아빠동물병원,월(9/2) 15:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1392-4642,https://blog.naver.com/fatherah,37.39458084,126.6184464
드림컨설팅동물병원,충청남도 아산시 충무로42번길 12-1 (온천동),,,,36.784729,127.006691
리브동물의료센터,"인천광역시 서구 검단로 455 (왕길동, 검단KB빌딩)",월 10:00 - 22:00 | 화 10:00 - 22:00 | 수 10:00 - 22:00 | 목 10:00 - 22:00 | 금 10:00 - 22:00 | 토 10:00 - 22:00 | 일 10:00 - 22:00,032-567-2475,http://www.Livamc.co.kr,37.60135651,126.6550293
라퓨클레르 동물피부클리닉,서울특별시 강남구 압구정로 445 (청담동),월 10:00 - 19:00 | 화 13:00 - 21:00 | 수 정기휴무 (매주 수요일) | 목 10:00 - 19:00 | 금 13:00 - 21:00 | 토 10:00 - 19:00 | 일 정기휴무 (매주 일요일) | 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 20:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 20:30 접수마감,0507-1480-0937,https://blog.naver.com/la_peau_claire,37.52653885,127.0461121
스펀지동물병원,부산광역시 해운대구 해운대로 658-1 (우동),,051-746-1075,,35.16526031,129.1621857
온유동물병원,광주광역시 광산구 풍영로 273 (장덕동),월 09:30 - 19:00 | 화 09:30 - 19:00 | 수 09:30 - 19:00 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 19:00 | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간,0507-1476-0217,https://www.instagram.com/onyouvet,35.19568634,126.8153763
도담동물의료센터,경기도 이천시 이섭대천로 1458 (증포동),월 09:30 - 19:00 | 화 09:30 - 19:00 | 수 09:30 - 19:00 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 10:00 - 17:00 | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 16:30 접수마감 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 12:00 - 13:00 휴게시간 | 18:30 접수마감 | 12:00 - 13:00 휴게시간 | 18:30 접수마감,0507-1410-6627,https://pf.kakao.com/_fmbnG,37.29751205,127.4584122
원곡동물병원,경기도 안산시 단원구 화랑로 47 (원곡동),,,,37.33026886,126.7965546
시흥탑동물의료센터,경기도 시흥시 은계호수로 31 (은행동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 정기휴무 (매주 수요일) | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 10:00 - 20:00 | 12:00 - 13:00 휴게시간 | 19:30 접수마감 | 12:00 - 13:00 휴게시간 | 19:30 접수마감 | 12:00 - 13:00 휴게시간 | 19:30 접수마감 | 12:00 - 13:00 휴게시간 | 19:30 접수마감 | 12:00 - 13:00 휴게시간 | 19:30 접수마감 | 12:00 - 13:00 휴게시간 | 19:30 접수마감,031-316-0750,https://blog.naver.com/topamc0750,37.44451523,126.8034286
DK동물병원,경상북도 칠곡군 동명면 동명팔거천1길 44,,,,35.98868942,128.5523987
토베스트 동물병원,경기도 고양시 일산동구 일산로441번길 15-19 (정발산동),,031-912-1921,,37.67244339,126.7780838
펫365동물병원,서울특별시 성동구 독서당로 328 (금호동4가),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 정기휴무 (매주 수요일) | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 10:00 - 18:00 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,02-2282-3653,https://www.instagram.com/pet365clinic,37.54789352,127.0252838
더좋은동물병원,경기도 시흥시 서울대학로278번길 61 (배곧동),월 10:00 - 20:30 | 화 10:00 - 20:30 | 수(8/28) 11:00 - 20:00 | 목 10:00 - 20:30 | 금 10:00 - 18:00 | 토 10:00 - 18:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 20:00 접수마감 | 13:00 - 14:00 휴게시간 | 20:00 접수마감 | 13:00 - 14:00 휴게시간 | 20:00 접수마감 | 13:00 - 14:00 휴게시간 | 17:30 접수마감 | 13:00 - 14:00 휴게시간 | 17:30 접수마감,031-431-0075,https://www.instagram.com/the_goodah,37.36818695,126.7306747
야당마을동물병원,경기도 파주시 송학1길 88 (야당동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 17:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간,0507-1333-7553,,37.71324921,126.7636108
도담동물병원 강동,서울특별시 강동구 상일로 153 (고덕동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 정기휴무 (매주 일요일) | 12:00 - 13:00 휴게시간 | 19:30 접수마감 | 12:00 - 13:00 휴게시간 | 19:30 접수마감 | 12:00 - 13:00 휴게시간 | 19:30 접수마감 | 12:00 - 13:00 휴게시간 | 19:30 접수마감 | 12:00 - 13:00 휴게시간 | 19:30 접수마감 | 12:00 - 13:00 휴게시간 | 19:30 접수마감,0507-1393-7512,https://blog.naver.com/whycort76,37.56066895,127.1704636
서울동물병원,부산광역시 수영구 광안로61번가길 19-6 (민락동),,,,35.15658951,129.1149597
라파동물병원,경기도 화성시 봉담읍 상리2길 55,월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 12:00 - 12:40 휴게시간 | 12:00 - 12:40 휴게시간 | 12:00 - 12:40 휴게시간 | 12:00 - 12:40 휴게시간 | 12:00 - 12:40 휴게시간 | 12:00 - 12:40 휴게시간,0507-1393-1286,,37.22507477,126.9469604
미르동물병원,경상남도 양산시 동면 금오12길 1,월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 17:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1359-0957,https://blog.naver.com/goodvet1,35.31484985,129.0249786
두카메디컬센터,경기도 안양시 동안구 벌말로 126 (관양동),월 09:30 - 18:30 | 화 정기휴무 (매주 화요일) | 수 09:30 - 18:30 | 목 09:30 - 18:30 | 금 09:30 - 18:30 | 토 09:30 - 18:30 | 일 09:30 - 18:30 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1419-7534,https://smartstore.naver.com/hncosmetic/,37.39964294,126.9702759
정다운동물병원,경기도 부천시 원미구 부흥로315번길 69 (중동),월 정기휴무 (매주 월요일) | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1438-0286,,37.497509,126.77668
영재동물병원,광주광역시 동구 필문대로 130-1 (산수동),,,,35.15908432,126.9307098
씽씽동물의료센터,경기도 양주시 회천중앙로 225 (덕계동),월 10:00 - 21:00 | 화 10:00 - 21:00 | 수 정기휴무 (매주 수요일) | 목 10:00 - 21:00 | 금 10:00 - 21:00 | 토 10:00 - 21:00 | 일 10:00 - 21:00 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1340-7078,https://blog.naver.com/ssamc8275,37.8182373,127.0519333
헤세드동물병원,경기도 이천시 마장면 마장로62번길 16,월 10:00 - 18:30 | 화 10:00 - 18:30 | 수 10:00 - 18:00 | 목 10:00 - 18:30 | 금 10:00 - 18:30 | 토 09:30 - 13:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,031-642-7582,,37.25320053,127.3539429
솔팻동물병원,대전광역시 동구 동대전로284번길 141 (가양동),,,,36.3347702,127.4459152
신길S동물의료센터,서울특별시 영등포구 도신로 86 (신길동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 정기휴무 (매주 목요일) | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 10:00 - 20:00,0507-1311-0069,https://blog.naver.com/shingilsamc,37.50671005,126.9019241
스무살의꿈동물병원,서울특별시 송파구 석촌호수로 140 (삼전동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 정기휴무 (매주 수요일) | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 17:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,02-423-2010,https://blog.naver.com/20yearsdream,37.50705719,127.092453
보타닉동물병원,서울특별시 강서구 강서로 506 (가양동),월 10:00 - 20:00 | 화(8/27) 휴무 | 수 정기휴무 (매주 수요일) | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 18:00 | 일 10:00 - 18:00 | 13:00 - 14:00 휴게시간 | 17:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 13:00 - 14:00 휴게시간 | 19:30 접수마감 | 13:00 - 14:00 휴게시간 | 17:30 접수마감,0507-1318-3676,https://blog.naver.com/botanic_ah,37.57047653,126.8419342
포레스트 동물병원,서울특별시 도봉구 마들로13길 61 (창동),월 10:00 - 19:00 | 화 10:00 - 21:00 | 수 10:00 - 19:00 | 목 10:00 - 21:00 | 금 10:00 - 19:00 | 토 10:00 - 19:00 | 일 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 20:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 20:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감 | 13:00 - 14:00 휴게시간 | 18:30 접수마감,1600-1769,https://blog.naver.com/pawrestah,37.65454102,127.0499268
웰니스동물병원 스타필드 하남점,경기도 하남시 미사대로 750 (신장동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 정기휴무 (매주 수요일) | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,031-8072-8252,,37.54540253,127.223938
24시동물병원,인천광역시 미추홀구 미추홀대로 533 (주안동),,,,37.44501495,126.6785431
페이지동물병원,경기도 하남시 미사강변대로 38 (풍산동),월 13:30 - 18:30 | 화 08:30 - 18:30 | 수 08:30 - 18:30 | 목 08:30 - 18:30 | 금 08:30 - 18:30 | 토 08:30 - 13:30 | 일 정기휴무 (매주 일요일) | 18:00 접수마감 | 12:30 - 13:30 휴게시간 | 18:00 접수마감 | 12:30 - 13:30 휴게시간 | 18:00 접수마감 | 12:30 - 13:30 휴게시간 | 18:00 접수마감 | 12:30 - 13:30 휴게시간 | 18:00 접수마감 | 13:00 접수마감,031-8027-0758,https://blog.naver.com/pageanimalclinic,37.55373764,127.1857147
산책하는 강아지,"서울특별시 송파구 충민로 188 (장지동, 송파파인타운1단지)",매일 10:00 - 19:00 | 14:00 - 15:00 휴게시간,02-3244-1234,,37.48622894,127.1345444
VI센트럴동물병원,광주광역시 남구 봉선로 198 (봉선동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 정기휴무 (매주 일요일),062-682-7553,,35.12237549,126.9161072
배다리동물병원,경기도 평택시 죽백5로 37 (죽백동),월 09:30 - 19:00 | 화 09:30 - 19:00 | 수(8/28) 09:30 - 12:30 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 17:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,031-618-8867,https://www.instagram.com/baedari_ah,37.00392914,127.1198654
더펫동물병원,대전 유성구 온천동로 75 2층 동물병원,월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 정기휴무 (매주 수요일) | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 19:00 | 일 10:00 - 16:00 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간 | 12:00 - 13:00 휴게시간,042-489-7588,,36.35722733,127.3533249
메트로동물병원,"부산 남구 분포로 61 B동 227,228호",월 09:30 - 18:30 | 화 09:30 - 18:30 | 수 09:30 - 18:30 | 목 09:30 - 18:30 | 금 09:30 - 18:30 | 토 09:30 - 14:00 | 일 정기휴무 (매주 일요일) | 12:20 - 13:30 휴게시간 | 12:20 - 13:30 휴게시간 | 12:20 - 13:30 휴게시간 | 12:20 - 13:30 휴게시간 | 12:20 - 13:30 휴게시간,0507-1311-7589,,35.13132095,129.1119843
위케어동물의료센터,"경기도 고양시 일산동구 위시티4로 46 (식사동, 위시티일산자이2단지아파트)",월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 정기휴무 (매주 수요일) | 목 10:00 - 20:00 | 금 10:00 - 16:00 | 토 10:00 - 20:00 | 일 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1400-3155,https://www.instagram.com/we_care_vet?igsh=MWgwdTNoYzNldDQ0cA==,37.68413544,126.8145828
칠곡온동물의료센터,대구광역시 북구 학정로 500-1 (학정동),"월 10:00 - 21:00 | 화 10:00 - 21:00 | 수 10:00 - 21:00 | 목 10:00 - 21:00 | 금 10:00 - 21:00 | 토 10:00 - 21:00 | 일 10:00 - 21:00 | 13:00 - 14:00 휴게시간 | 12:30, 20:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 20:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 20:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 20:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 20:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 20:30 접수마감 | 13:00 - 14:00 휴게시간 | 12:30, 20:30 접수마감",053-321-7579,https://blog.naver.com/cgoamc,35.94931793,128.5651398
왕십리동물병원,"서울특별시 성동구 무학로6길 50 (도선동, 성동삼성쉐르빌)",월 정기휴무 (매주 월요일) | 화 정기휴무 (매주 화요일) | 수 13:00 - 19:00 | 목 13:00 - 19:00 | 금 13:00 - 19:00 | 토 13:00 - 17:00 | 일 정기휴무 (매주 일요일),0507-1425-9976,,37.56459808,127.0350266
용인서현동물병원,경기도 용인시 처인구 중부대로 1529 (마평동),월 09:30 - 18:30 | 화 09:30 - 18:30 | 수 09:30 - 18:30 | 목 09:30 - 18:30 | 금 09:30 - 18:30 | 토 09:30 - 13:00 | 일 정기휴무 (매주 일요일),0507-1366-3960,,37.23342514,127.2143402
큰사랑동물병원,경상북도 경산시 백자로20길 7 (사동),,,,35.81397247,128.7575378
석촌호수동물병원,서울특별시 송파구 송파대로49길 52 (석촌동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,02-419-5959,,37.50618744,127.0989685
24시나우동물메디컬센터,충남 천안시 서북구 불당22대로 79 강남타워 1~3층 나우동물메디컬센터,매일 00:00 - 24:00 ,041-414-2676,http://nowamc.co.kr/,36.81628036,127.1076736
미소동물병원,충청남도 천안시 서북구 불당11로 54 (불당동),,,,36.80351257,127.1119995
미르동물의료센터,서울특별시 강남구 선릉로148길 48-5 (청담동),매일 09:30 - 22:00 | 21:30 접수마감,02-577-7533,https://blog.naver.com/mirramc,37.48360443,127.0597382
힐스타운동물병원,서울특별시 중구 다산로22길 32 (신당동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 20:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 19:40 접수마감 | 13:00 - 14:00 휴게시간 | 19:40 접수마감 | 13:00 - 14:00 휴게시간 | 19:40 접수마감 | 13:00 - 14:00 휴게시간 | 19:40 접수마감 | 13:00 - 14:00 휴게시간 | 19:40 접수마감 | 13:00 - 14:00 휴게시간 | 19:40 접수마감,02-2237-7582,https://blog.naver.com/hillstown7582,37.54714966,127.0057068
김해시동물구조협회,경남 김해시 대동면 대동로269번안길 71,,,,35.24359131,128.9423676
VIP동물한방재활의학센터byDr신사경,서울특별시 강남구 삼성로133길 7 (청담동),월 10:00 - 19:00 | 화 10:00 - 19:00 | 수 10:00 - 19:00 | 목 10:00 - 19:00 | 금 10:00 - 19:00 | 토 10:00 - 19:00 | 일 10:00 - 19:00 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,02-6952-7524,http://pf.kakao.com/_llRVG/chat,37.51947021,127.0489883
아이맘동물의료센터,경기도 부천시 원미구 상동로 69 (상동),월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 10:00 - 20:00 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1448-6605,https://blog.naver.com/imomamc,37.50375748,126.7522507
지인동물병원,경기도 부천시 소사구 경인로 263-1 (심곡본동),,,,37.48319626,126.7848816
더편한동물병원,"경기도 성남시 중원구 광명로 176 (중앙동, 신흥역 하늘채 랜더스원 1단지)",월 10:00 - 20:00 | 화 10:00 - 20:00 | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,031-747-1175,http://pf.kakao.com/_xmcFrG,37.43907928,127.1477432
마음동물병원,경기도 수원시 장안구 이목로74번길 17 (파장동),매일 09:30 - 20:30 | 12:00 - 13:00 휴게시간,031-8067-7559,https://blog.naver.com/maumah7559,37.31058121,126.9833908
24시 범어동물의료센터진료센터,대구광역시 수성구 달구벌대로 2354-1 (수성동3가),,,http://thebeamc.com,35.85903549,128.6200714
고려종합동물병원,경남 김해시 삼계중앙로 46 성우프라자 1층,월 09:30 - 19:00 | 화 09:30 - 19:00 | 수 09:30 - 19:00 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 18:00 | 일 정기휴무 (매주 일요일),055-331-0175,https://blog.naver.com/gtg8814,35.26034927,128.8701324
하이동물병원,경기도 남양주시 오남읍 진건오남로 778,월 09:30 - 20:00 | 화 09:30 - 20:00 | 수 정기휴무 (매주 수요일) | 목 09:30 - 20:00 | 금 09:30 - 20:00 | 토 09:30 - 18:00 | 일 정기휴무 (매주 일요일) | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간 | 12:30 - 13:30 휴게시간,0507-1308-4009,,37.69713593,127.2050095
김기혁동물병원,경기도 평택시 평남로 652-1 (비전동),,,,36.99197006,127.1075363
